UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município,LONG,LAT,ALT
31,Minas Gerais,12,Zona da Mata,064,Ubá,04601,3104601,Astolfo Dutra,-42.859644314,-21.31120385,309.99
31,Minas Gerais,04,Vale do Mucuri,015,Teófilo Otoni,04700,3104700,Ataléia,-41.110558389,-18.045919809,269.36
31,Minas Gerais,06,Central Mineira,025,Curvelo,04809,3104809,Augusto de Lima,-44.275218842,-18.112548103,538.75
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,04908,3104908,Baependi,-44.890370662,-21.957610807,889.35
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,05004,3105004,Baldim,-43.957040641,-19.286437304,645.2
31,Minas Gerais,09,Oeste de Minas,042,Piuí,05103,3105103,Bambuí,-45.979044812,-20.011891691,684.93
31,Minas Gerais,03,Jequitinhonha,014,Almenara,05202,3105202,Bandeira,-40.55888642,-15.884976979,260.06
31,Minas Gerais,10,Sul/Sudoeste de Minas,051,Poços de Caldas,05301,3105301,Bandeira do Sul,-46.385262984,-21.724868544,943.48
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,05400,3105400,Barão de Cocais,-43.484882469,-19.935847434,749.8
31,Minas Gerais,12,Zona da Mata,063,Muriaé,05509,3105509,Barão de Monte Alto,-42.239146579,-21.247882344,199.61
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,05608,3105608,Barbacena,-43.776193316,-21.224915384,1129.88
31,Minas Gerais,12,Zona da Mata,060,Ponte Nova,05707,3105707,Barra Longa,-43.037196711,-20.283635898,418.51
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,05905,3105905,Barroso,-43.975381124,-21.17628699,924.62
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,06002,3106002,Bela Vista de Minas,-43.096932266,-19.825846763,645.21
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,06101,3106101,Belmiro Braga,-43.415720767,-21.950131302,496.75
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,06200,3106200,Belo Horizonte,-43.926453173,-19.937524293,937.52
31,Minas Gerais,08,Vale do Rio Doce,039,Ipatinga,06309,3106309,Belo Oriente,-42.4872826,-19.22464499,262.22
31,Minas Gerais,07,Metropolitana de Belo Horizonte,032,Itaguara,06408,3106408,Belo Vale,-44.028527654,-20.406657871,818.67
31,Minas Gerais,03,Jequitinhonha,011,Capelinha,06507,3106507,Berilo,-42.461353774,-16.950301755,413.84
31,Minas Gerais,02,Norte de Minas,005,Salinas,06655,3106655,Berizal,-41.746785089,-15.610783651,693.24
31,Minas Gerais,04,Vale do Mucuri,016,Nanuque,06606,3106606,Bertópolis,-40.57224585,-17.060962812,246.82
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,06705,3106705,Betim,-44.197551103,-19.96537924,816.1
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,06804,3106804,Bias Fortes,-43.756574827,-21.608747484,773.96
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,06903,3106903,Bicas,-43.062047262,-21.72210512,627.47
31,Minas Gerais,06,Central Mineira,024,Três Marias,07000,3107000,Biquinhas,-45.504651716,-18.78475166,626.89
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,07109,3107109,Boa Esperança,-45.56440893,-21.090531079,783.34
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,07208,3107208,Bocaina de Minas,-44.39730576,-22.169608467,1186.55
31,Minas Gerais,02,Norte de Minas,009,Bocaiúva,07307,3107307,Bocaiúva,-43.814443571,-17.112104733,704.71
31,Minas Gerais,06,Central Mineira,026,Bom Despacho,07406,3107406,Bom Despacho,-45.254115198,-19.73759633,744.99
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,07505,3107505,Bom Jardim de Minas,-44.18937445,-21.945899784,1110.61
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,07604,3107604,Bom Jesus da Penha,-46.52354361,-21.01726931,983.65
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,07703,3107703,Bom Jesus do Amparo,-43.47351492,-19.704137273,691.89
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,07802,3107802,Bom Jesus do Galho,-42.315726552,-19.824472039,539.17
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,07901,3107901,Bom Repouso,-46.1478822,-22.476836828,1378.7
31,Minas Gerais,09,Oeste de Minas,046,Oliveira,08008,3108008,Bom Sucesso,-44.755502723,-21.030416094,934.63
31,Minas Gerais,07,Metropolitana de Belo Horizonte,032,Itaguara,08107,3108107,Bonfim,-44.23291108,-20.325491099,949.99
31,Minas Gerais,01,Noroeste de Minas,001,Unaí,08206,3108206,Bonfinópolis de Minas,-45.98834065,-16.570764786,653.05
31,Minas Gerais,02,Norte de Minas,003,Januária,08255,3108255,Bonito de Minas,-44.758028444,-15.323804471,615.07
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,08305,3108305,Borda da Mata,-46.167168239,-22.272408257,887.6
31,Minas Gerais,10,Sul/Sudoeste de Minas,051,Poços de Caldas,08404,3108404,Botelhos,-46.39549315,-21.651663875,987.45
31,Minas Gerais,02,Norte de Minas,008,Grão Mogol,08503,3108503,Botumirim,-43.010432436,-16.862924551,943.93
31,Minas Gerais,12,Zona da Mata,062,Viçosa,08701,3108701,Brás Pires,-43.23912259,-20.848456435,631.7
31,Minas Gerais,01,Noroeste de Minas,002,Paracatu,08552,3108552,Brasilândia de Minas,-46.015401758,-16.998600553,525.29
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,08602,3108602,Brasília de Minas,-44.427533093,-16.20587268,738.12
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,08800,3108800,Braúnas,-42.715352636,-19.053596618,442.34
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,08909,3108909,Brazópolis,-45.615325818,-22.473110241,871.39
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,09006,3109006,Brumadinho,-44.200187609,-20.14417441,761.34
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,09105,3109105,Bueno Brandão,-46.35338808,-22.436167005,1190.33
31,Minas Gerais,06,Central Mineira,025,Curvelo,09204,3109204,Buenópolis,-44.180788458,-17.874256284,596.08
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,09253,3109253,Bugre,-42.259457012,-19.422212675,441.99
31,Minas Gerais,01,Noroeste de Minas,001,Unaí,09303,3109303,Buritis,-46.4240408,-15.62650548,556.16
31,Minas Gerais,02,Norte de Minas,006,Pirapora,09402,3109402,Buritizeiro,-44.955193681,-17.359420772,500.41
31,Minas Gerais,01,Noroeste de Minas,001,Unaí,09451,3109451,Cabeceira Grande,-47.084989305,-16.0282748,956.1
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,09501,3109501,Cabo Verde,-46.3999705,-21.469291951,901.34
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,09600,3109600,Cachoeira da Prata,-44.441050953,-19.526435326,735.85
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,09709,3109709,Cachoeira de Minas,-45.782137514,-22.353984061,845.64
31,Minas Gerais,03,Jequitinhonha,013,Pedra Azul,02704,3102704,Cachoeira de Pajeú,-41.496410368,-15.965175841,727.44
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,017,Ituiutaba,09808,3109808,Cachoeira Dourada,-49.501734133,-18.51268981,450
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,09907,3109907,Caetanópolis,-44.413037337,-19.293713028,718.55
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,10004,3110004,Caeté,-43.664787351,-19.887141132,911.3
31,Minas Gerais,12,Zona da Mata,063,Muriaé,10103,3110103,Caiana,-41.922982186,-20.696828977,740.6
31,Minas Gerais,12,Zona da Mata,062,Viçosa,10202,3110202,Cajuri,-42.793920273,-20.788942671,685.93
31,Minas Gerais,10,Sul/Sudoeste de Minas,051,Poços de Caldas,10301,3110301,Caldas,-46.387789109,-21.923335958,1142.3
31,Minas Gerais,09,Oeste de Minas,044,Formiga,10400,3110400,Camacho,-45.158792672,-20.626915852,938.26
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,10509,3110509,Camanducaia,-46.14686328,-22.756746357,1029.19
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,10608,3110608,Cambuí,-46.058019363,-22.611097163,883.1
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,10707,3110707,Cambuquira,-45.292520508,-21.855409767,918.8
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,10806,3110806,Campanário,-41.730131786,-18.241123531,252
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,10905,3110905,Campanha,-45.398448673,-21.835356704,906.23
31,Minas Gerais,10,Sul/Sudoeste de Minas,051,Poços de Caldas,11002,3111002,Campestre,-46.248158507,-21.711454834,1067
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,021,Frutal,11101,3111101,Campina Verde,-49.48116905,-19.535455602,532.06
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,11150,3111150,Campo Azul,-44.811858213,-16.504063489,600.61
31,Minas Gerais,09,Oeste de Minas,045,Campo Belo,11200,3111200,Campo Belo,-45.275861361,-20.895316245,841.01
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,11309,3111309,Campo do Meio,-45.83075714,-21.10932571,781.8
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,11408,3111408,Campo Florido,-48.573003468,-19.765445393,623.8
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,023,Araxá,11507,3111507,Campos Altos,-46.173709916,-19.698895841,1031.14
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,11606,3111606,Campos Gerais,-45.756907365,-21.2386979,864.64
31,Minas Gerais,09,Oeste de Minas,045,Campo Belo,11903,3111903,Cana Verde,-45.18592531,-21.023451666,816.2
31,Minas Gerais,12,Zona da Mata,062,Viçosa,11705,3111705,Canaã,-42.613011453,-20.687376038,749.76
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,11804,3111804,Canápolis,-49.204054454,-18.721663722,663.13
31,Minas Gerais,09,Oeste de Minas,045,Campo Belo,12000,3112000,Candeias,-45.276856696,-20.770350041,945.97
31,Minas Gerais,08,Vale do Rio Doce,036,Peçanha,12059,3112059,Cantagalo,-42.625727292,-18.531717906,686.2
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,12109,3112109,Caparaó,-41.907190295,-20.525588367,834.81
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,12208,3112208,Capela Nova,-43.612421866,-20.916667907,814.68
31,Minas Gerais,03,Jequitinhonha,011,Capelinha,12307,3112307,Capelinha,-42.516075373,-17.69538522,955.64
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,12406,3112406,Capetinga,-47.0574368,-20.620499127,807.78
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,12505,3112505,Capim Branco,-44.133166241,-19.545542209,839.03
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,017,Ituiutaba,12604,3112604,Capinópolis,-49.574482239,-18.682293733,512.86
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,12653,3112653,Capitão Andrade,-41.865097329,-19.079024457,237.82
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,12703,3112703,Capitão Enéas,-43.705412899,-16.320915136,587.84
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,12802,3112802,Capitólio,-46.054513888,-20.614663599,747.39
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,12901,3112901,Caputira,-42.271987899,-20.170889989,618.02
31,Minas Gerais,03,Jequitinhonha,012,Araçuaí,13008,3113008,Caraí,-41.698307251,-17.192904166,812.81
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,13107,3113107,Caranaíba,-43.739466478,-20.870219415,787.97
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,13206,3113206,Carandaí,-43.80547537,-20.954369455,1091.13
31,Minas Gerais,12,Zona da Mata,063,Muriaé,13305,3113305,Carangola,-42.032224523,-20.7325505,412.28
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,13404,3113404,Caratinga,-42.143707045,-19.789634923,587.87
31,Minas Gerais,03,Jequitinhonha,011,Capelinha,13503,3113503,Carbonita,-43.0144602,-17.530245834,758.24
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,13602,3113602,Careaçu,-45.687677405,-22.038084851,0
31,Minas Gerais,04,Vale do Mucuri,016,Nanuque,13701,3113701,Carlos Chagas,-40.767399796,-17.703331044,207.7
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,13800,3113800,Carmésia,-43.145840303,-19.087086387,572
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,13909,3113909,Carmo da Cachoeira,-45.224623094,-21.461060428,939.59
31,Minas Gerais,09,Oeste de Minas,046,Oliveira,14006,3114006,Carmo da Mata,-44.868382733,-20.559210001,847.51
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,14105,3114105,Carmo de Minas,-45.132763485,-22.118126634,930.71
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,14204,3114204,Carmo do Cajuru,-44.77147813,-20.18609383,770.02
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,020,Patos de Minas,14303,3114303,Carmo do Paranaíba,-46.314288877,-18.997289025,1063.74
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,14402,3114402,Carmo do Rio Claro,-46.121964734,-20.97299653,807.33
31,Minas Gerais,09,Oeste de Minas,046,Oliveira,14501,3114501,Carmópolis de Minas,-44.632527707,-20.539642174,879.31
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,021,Frutal,14550,3114550,Carneirinho,-50.691427493,-19.697326317,415.38
31,Minas Gerais,11,Campo das Vertentes,057,Lavras,14600,3114600,Carrancas,-44.643609022,-21.491625621,1096.12
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,14709,3114709,Carvalhópolis,-45.845639184,-21.77607292,824.38
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,14808,3114808,Carvalhos,-44.46601507,-21.996705381,1066.15
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,14907,3114907,Casa Grande,-43.931466594,-20.793451286,963.45
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,15003,3115003,Cascalho Rico,-47.875998783,-18.578590248,712.95
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,15102,3115102,Cássia,-46.92403586,-20.582856024,739.57
31,Minas Gerais,12,Zona da Mata,066,Cataguases,15300,3115300,Cataguases,-42.69208461,-21.389248423,180.8
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,15359,3115359,Catas Altas,-43.414805734,-20.074892943,749.97
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,15409,3115409,Catas Altas da Noruega,-43.5050592,-20.687087621,780.41
31,Minas Gerais,04,Vale do Mucuri,015,Teófilo Otoni,15458,3115458,Catuji,-41.52312686,-17.301080706,630.32
31,Minas Gerais,02,Norte de Minas,004,Janaúba,15474,3115474,Catuti,-42.963522964,-15.357378876,517.77
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,15508,3115508,Caxambu,-44.931498591,-21.979311539,922.65
31,Minas Gerais,06,Central Mineira,024,Três Marias,15607,3115607,Cedro do Abaeté,-45.712194935,-19.147167652,935.25
31,Minas Gerais,08,Vale do Rio Doce,038,Mantena,15706,3115706,Central de Minas,-41.310405053,-18.757460537,252.46
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,15805,3115805,Centralina,-49.19628257,-18.585385511,519.34
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,15904,3115904,Chácara,-43.218770029,-21.672913223,795.84
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,16001,3116001,Chalé,-41.692207007,-20.044253344,372.94
31,Minas Gerais,03,Jequitinhonha,011,Capelinha,16100,3116100,Chapada do Norte,-42.54074876,-17.086695981,497.94
31,Minas Gerais,02,Norte de Minas,003,Januária,16159,3116159,Chapada Gaúcha,-45.625584439,-15.299808715,873.9
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,16209,3116209,Chiador,-43.059038847,-22.0037126,347.75
31,Minas Gerais,12,Zona da Mata,062,Viçosa,16308,3116308,Cipotânea,-43.3679772,-20.905535747,676.1
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,16407,3116407,Claraval,-47.287761286,-20.39837608,722.32
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,16506,3116506,Claro dos Poções,-44.208710014,-17.07768502,650.18
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,16605,3116605,Cláudio,-44.768422527,-20.444574655,834.2
31,Minas Gerais,12,Zona da Mata,062,Viçosa,16704,3116704,Coimbra,-42.8059391,-20.858659528,755.51
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,16803,3116803,Coluna,-42.843654512,-18.220405035,684.3
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,021,Frutal,16902,3116902,Comendador Gomes,-49.081430205,-19.700214627,577.23
31,Minas Gerais,03,Jequitinhonha,013,Pedra Azul,17009,3117009,Comercinho,-41.791131734,-16.296595474,565.79
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,17108,3117108,Conceição da Aparecida,-46.20312724,-21.09662007,980.41
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,15201,3115201,Conceição da Barra de Minas,-44.477808213,-21.131769367,919.63
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,17306,3117306,Conceição das Alagoas,-48.38187412,-19.923113506,534.53
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,17207,3117207,Conceição das Pedras,-45.453679462,-22.161175708,1067.1
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,17405,3117405,Conceição de Ipanema,-41.692449263,-19.930780358,273.34
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,17504,3117504,Conceição do Mato Dentro,-43.42343576,-19.045189994,787.08
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,17603,3117603,Conceição do Pará,-44.895875611,-19.749056232,665.42
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,17702,3117702,Conceição do Rio Verde,-45.083768866,-21.877665559,856.7
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,17801,3117801,Conceição dos Ouros,-45.796326658,-22.417475489,857.08
31,Minas Gerais,02,Norte de Minas,003,Januária,17836,3117836,Cônego Marinho,-44.41515471,-15.296270318,649.26
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,17876,3117876,Confins,-43.995596087,-19.629948249,767.79
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,17900,3117900,Congonhal,-46.053662372,-22.15256075,847.17
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,18007,3118007,Congonhas,-43.856892649,-20.504642788,874.38
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,18106,3118106,Congonhas do Norte,-43.687631632,-18.81645196,1042.53
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,18205,3118205,Conquista,-47.54328322,-19.936930625,692.1
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,18304,3118304,Conselheiro Lafaiete,-43.788444664,-20.660851799,983.62
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,18403,3118403,Conselheiro Pena,-41.47197402,-19.175623201,126.41
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,18502,3118502,Consolação,-45.92225072,-22.550465035,1025.34
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,18601,3118601,Contagem,-44.066344648,-19.943445905,975.49
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,18700,3118700,Coqueiral,-45.44080556,-21.186574523,845.01
31,Minas Gerais,02,Norte de Minas,007,Montes Claros,18809,3118809,Coração de Jesus,-44.358495294,-16.689323447,785.93
31,Minas Gerais,07,Metropolitana de Belo Horizonte,027,Sete Lagoas,18908,3118908,Cordisburgo,-44.322067451,-19.12853332,722.43
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,19005,3119005,Cordislândia,-45.700529727,-21.791207755,805.71
31,Minas Gerais,06,Central Mineira,025,Curvelo,19104,3119104,Corinto,-44.456225649,-18.363516287,639.49
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,19203,3119203,Coroaci,-42.28302789,-18.618083505,507.95
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,19302,3119302,Coromandel,-47.201547728,-18.473850597,933.57
31,Minas Gerais,08,Vale do Rio Doce,039,Ipatinga,19401,3119401,Coronel Fabriciano,-42.62434657,-19.525052839,257.96
31,Minas Gerais,03,Jequitinhonha,012,Araçuaí,19500,3119500,Coronel Murta,-42.184803823,-16.610268235,330.74
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,19609,3119609,Coronel Pacheco,-43.268857971,-21.576415152,428.28
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,19708,3119708,Coronel Xavier Chaves,-44.228624245,-21.024595006,906.16
31,Minas Gerais,09,Oeste de Minas,042,Piuí,19807,3119807,Córrego Danta,-45.898471028,-19.826410021,679.07
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,19906,3119906,Córrego do Bom Jesus,-46.0179092,-22.629921887,873.8
31,Minas Gerais,09,Oeste de Minas,044,Formiga,19955,3119955,Córrego Fundo,-45.553395446,-20.455525322,899.21
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,20003,3120003,Córrego Novo,-42.40013788,-19.834785482,360.57
31,Minas Gerais,03,Jequitinhonha,010,Diamantina,20102,3120102,Couto de Magalhães de Minas,-43.475348775,-18.072059305,736.95
31,Minas Gerais,04,Vale do Mucuri,016,Nanuque,20151,3120151,Crisólita,-40.91489527,-17.237534395,223.19
31,Minas Gerais,09,Oeste de Minas,045,Campo Belo,20201,3120201,Cristais,-45.518503848,-20.875233153,872.81
31,Minas Gerais,02,Norte de Minas,008,Grão Mogol,20300,3120300,Cristália,-42.859550912,-16.712634005,702.03
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,20409,3120409,Cristiano Otoni,-43.79783638,-20.840852333,999.5
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,20508,3120508,Cristina,-45.262808607,-22.208320522,1000.07
31,Minas Gerais,07,Metropolitana de Belo Horizonte,032,Itaguara,20607,3120607,Crucilândia,-44.337836939,-20.393291769,912.33
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,20706,3120706,Cruzeiro da Fortaleza,-46.673392648,-18.938647316,841.82
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,20805,3120805,Cruzília,-44.811023483,-21.838951178,1051.2
31,Minas Gerais,08,Vale do Rio Doce,041,Aimorés,20839,3120839,Cuparaque,-41.103125741,-18.966641532,213.3
31,Minas Gerais,02,Norte de Minas,005,Salinas,20870,3120870,Curral de Dentro,-41.855979779,-15.93932678,899.01
31,Minas Gerais,06,Central Mineira,025,Curvelo,20904,3120904,Curvelo,-44.428398968,-18.755480721,646.4
31,Minas Gerais,03,Jequitinhonha,010,Diamantina,21001,3121001,Datas,-43.65671463,-18.453302648,1268.06
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,21100,3121100,Delfim Moreira,-45.272596357,-22.502008746,1247.88
31,Minas Gerais,10,Sul/Sudoeste de Minas,047,Passos,21209,3121209,Delfinópolis,-46.858179612,-20.345846216,686.22
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,022,Uberaba,21258,3121258,Delta,-47.772971432,-19.977472689,518.33
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,21308,3121308,Descoberto,-42.972069178,-21.46020397,355.44
31,Minas Gerais,07,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,21407,3121407,Desterro de Entre Rios,-44.343666005,-20.65463068,1073.59
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,21506,3121506,Desterro do Melo,-43.519600221,-21.147178518,794.89
31,Minas Gerais,03,Jequitinhonha,010,Diamantina,21605,3121605,Diamantina,-43.594456822,-18.24209272,1161.62
31,Minas Gerais,07,Metropolitana de Belo Horizonte,033,Ouro Preto,21704,3121704,Diogo de Vasconcelos,-43.196576827,-20.487505799,611.29
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,21803,3121803,Dionísio,-42.78236844,-19.843996674,330.71
31,Minas Gerais,12,Zona da Mata,064,Ubá,21902,3121902,Divinésia,-43.011081203,-20.990010336,774.65
31,Minas Gerais,12,Zona da Mata,063,Muriaé,22009,3122009,Divino,-42.147739335,-20.612977196,685.46
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,22108,3122108,Divino das Laranjeiras,-41.483253938,-18.773128472,236.71
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,22207,3122207,Divinolândia de Minas,-42.621820206,-18.805260413,748.81
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,22306,3122306,Divinópolis,-44.893885533,-20.14207397,739.16
31,Minas Gerais,02,Norte de Minas,005,Salinas,22355,3122355,Divisa Alegre,-41.340024327,-15.723939954,979.9
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,22405,3122405,Divisa Nova,-46.202941106,-21.517264464,874
31,Minas Gerais,03,Jequitinhonha,014,Almenara,22454,3122454,Divisópolis,-41.002582396,-15.72463536,928.85
31,Minas Gerais,01,Noroeste de Minas,001,Unaí,22470,3122470,Dom Bosco,-46.271449898,-16.650749891,607.34
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,22504,3122504,Dom Cavati,-42.110324046,-19.379163031,321.72
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,22603,3122603,Dom Joaquim,-43.261348003,-18.964550186,601.74
31,Minas Gerais,12,Zona da Mata,060,Ponte Nova,22702,3122702,Dom Silvério,-42.970872967,-20.162204929,513.68
31,Minas Gerais,10,Sul/Sudoeste de Minas,056,Itajubá,22801,3122801,Dom Viçoso,-45.15916867,-22.253674108,916.42
31,Minas Gerais,12,Zona da Mata,066,Cataguases,22900,3122900,Dona Eusébia,-42.806934063,-21.323874696,238.34
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,23007,3123007,Dores de Campos,-44.02304657,-21.10408756,978.7
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,23106,3123106,Dores de Guanhães,-42.926721892,-19.05426178,594.2
31,Minas Gerais,06,Central Mineira,026,Bom Despacho,23205,3123205,Dores do Indaiá,-45.602655832,-19.461629436,714.07
